t,1,2,3,4,5,6,7,8,9,truth,injected
134,-0.8094807195373507,-0.775955232920788,-0.7745090077272527,-0.774452807673122,-0.7744502276295395,-0.7744500828010344,-0.7744500730590328,-0.7744500723084875,-0.774450072244846,-0.7658905480912935,-0.7658905480912935
135,0.6311760242382294,0.478795987294831,0.47297275846338926,0.47274631511794785,0.4727367979452794,0.4727363318358664,0.47273630231766994,0.4727362998501463,0.4727362996037355,-0.8482016431648461,4.004716383155951
136,-0.951589411158153,-0.9129237815405673,-0.9112776243062902,-0.911215034358761,-0.9112122440371521,-0.9112120910246129,-0.9112120807271785,-0.9112120799128358,-0.9112120798409296,-0.8482016431648461,-0.8482016431648461
137,-0.8960688269735125,-0.8593826733125625,-0.8578424608345468,-0.8577845788199283,-0.857782049387943,-0.8577819154089832,-0.8577819067906584,-0.8577819061391553,-0.8577819060837161,-0.7658905480912935,-0.7658905480912935
138,-0.9504395527800666,-0.912905335402131,-0.9113105421638247,-0.911248269694234,-0.9112453903304587,-0.911245229428791,-0.9112452187842893,-0.911245217981913,-0.911245217915269,-0.7658905480912935,-0.7658905480912935
139,-0.9146003606472924,-0.8752650306636909,-0.8736286484845484,-0.8735648438811806,-0.8735618676372028,-0.8735616953683237,-0.873561683287105,-0.8735616823140852,-0.873561682228193,-0.9305127382383988,-0.9305127382383988
140,-0.8521094931980392,-0.8203949927342165,-0.8190583761012228,-0.8190103968526263,-0.8190083721826135,-0.8190082613016979,-0.8190082533321642,-0.8190082526395165,-0.8190082525728549,-0.7658905480912935,-0.7658905480912935
141,-0.8565253162052643,-0.8206011089325049,-0.8190999416686009,-0.8190454280026522,-0.8190431600618502,-0.8190430426810419,-0.8190430348439913,-0.8190430341985802,-0.8190430341380749,-0.7658905480912935,-0.7658905480912935
142,-0.8344296493726212,-0.803635947132837,-0.8023710757715542,-0.8023255701497058,-0.8023235971073147,-0.8023234814179893,-0.8023234724066891,-0.8023234715761397,-0.8023234714934978,-0.7658905480912935,-0.7658905480912935
143,-0.7482473187258201,-0.7171341859351901,-0.7158873244974497,-0.7158391582821834,-0.7158368385406747,-0.7158366925080574,-0.7158366811503046,-0.7158366801489092,-0.7158366800543514,-0.7658905480912935,-0.7658905480912935
144,0.9695896682903122,0.7989480313361472,0.7922864890877508,0.7920307600635698,0.792020252323522,0.792019753263721,0.7920197224801969,0.7920197199244062,0.792019719667253,-0.6835794530177409,4.378828421740373
145,-0.45977335084706616,-0.4401182270273749,-0.43941554864298416,-0.43939211475186524,-0.43939111820287063,-0.4393910561011435,-0.43939105081296437,-0.43939105029199366,-0.43939105023797353,-0.6012683579441883,-0.6012683579441883
146,-0.2605471052040592,-0.25060216983746036,-0.2503343524142718,-0.2503279016227683,-0.2503276190118652,-0.25032759019667145,-0.2503275867120163,-0.2503275863099941,-0.2503275862655415,-0.5189572628706343,-0.5189572628706343
147,-0.1887135776436908,-0.17399848514439806,-0.17354519435376306,-0.1735286495783283,-0.17352777072029188,-0.17352770284594168,-0.17352769652616062,-0.1735276958988671,-0.17352769583513433,-0.6012683579441883,-0.6012683579441883
148,-0.08841181368655444,-0.07647396541128498,-0.07619868238159046,-0.07619262572314149,-0.07619243516538442,-0.07619241634848209,-0.07619241373115328,-0.07619241339639231,-0.07619241335677257,-0.5189572628706343,-0.5189572628706343
149,0.036306456700923785,0.0433560961948602,0.04344801527260057,0.043442961542447076,0.04344238090370054,0.043442343212952504,0.04344234150584296,0.04344234149492431,0.04344234150564127,-0.4366461677970816,-0.4366461677970816
150,0.2298019016936168,0.2239663712967262,0.22356210494367923,0.22353629445349985,0.22353467132700053,0.22353456953960216,0.22353456307014702,0.22353456265113938,0.22353456262355487,-0.10740178750286963,-0.10740178750286963
151,0.3357117968708259,0.31488536821455854,0.3138573073595065,0.3138049264702218,0.3138020998588474,0.31380194354076635,0.3138019348768066,0.3138019344130396,0.3138019343910589,0.057220402644235606,0.057220402644235606
152,0.4463042573392533,0.415367824792924,0.4139104805275002,0.4138408789203206,0.41383730990251993,0.4138371168318169,0.41383710588344974,0.41383710523581513,0.41383710519604994,0.22184259279134086,0.22184259279134086
153,0.47137101673490983,0.4474931405087511,0.4463550008044787,0.4463048674469016,0.4463025301618675,0.44630241422695727,0.44630240793589393,0.44630240754668876,0.44630240751840117,0.22184259279134086,0.22184259279134086
154,0.47658394483044275,0.4643841365786588,0.4636923252192441,0.46366228189265096,0.4636609575359522,0.4636608974107872,0.4636608943902504,0.46366089419923834,0.46366089418302786,0.057220402644235606,0.057220402644235606
155,0.7244544102378471,0.6886798949940739,0.6871440448484771,0.6870828877721192,0.6870803312069306,0.6870802146557273,0.6870802082223559,0.6870802077464343,0.6870802077011302,0.5510869730855528,0.5510869730855528
156,0.6174453692180147,0.5921841300776721,0.5910716008891408,0.5910295763174723,0.5910279816223154,0.5910279188877844,0.5910279158337678,0.5910279155966821,0.591027915570228,0.4687758780120002,0.4687758780120002
157,0.6609745057419103,0.6229895194907498,0.6213297167172113,0.621258325697493,0.6212550254958584,0.621254859748185,0.6212548503916101,0.6212548497750956,0.6212548497271514,0.38646478293844755,0.38646478293844755
158,0.8217673568846303,0.7681609648093808,0.7659270755376237,0.7658367416137083,0.7658327949171703,0.7658325978154561,0.7658325855335996,0.7658325845470608,0.7658325844519757,0.9626424484533174,0.9626424484533174
159,0.7416993621126268,0.7136526520536708,0.712413319177099,0.7123618471951745,0.71235954868709,0.7123594342733218,0.7123594274783298,0.7123594269746848,0.7123594269296087,0.4687758780120002,0.4687758780120002
160,0.875856930723349,0.8233245322503328,0.8210920182033316,0.8209982786521075,0.8209940386540963,0.8209938310312925,0.8209938197020038,0.8209938189854511,0.8209938189317637,0.7980202583062121,0.7980202583062121
161,0.8441036732962376,0.7946178932326268,0.79256585782935,0.7924807012739253,0.792476902315919,0.7924767184167911,0.7924767083596475,0.792476707706287,0.7924767076549745,0.7980202583062121,0.7980202583062121
162,1.0627137670985234,1.0017719614917096,0.9992811930680573,0.9991786534303255,0.99917405353688,0.9991738250174319,0.9991738119414144,0.9991738110489694,0.9991738109765682,1.04495354352687,1.04495354352687
163,0.9353068764116174,0.8808579803197458,0.8784785168223036,0.8783751265431937,0.8783701269236542,0.8783698506559035,0.8783698327015016,0.8783698313248738,0.8783698312042191,1.1272646386004241,1.1272646386004241
164,0.7965801511064874,0.7742259249061323,0.7732512260617166,0.773215962781532,0.7732146306262669,0.7732145682417907,0.773214563472406,0.7732145629375264,0.773214562871648,0.7157091632326595,0.7157091632326595
165,0.852080701826058,0.8290038883191475,0.8280343444728079,0.8280038974788059,0.8280029860637853,0.8280029470895292,0.8280029427619957,0.8280029421092668,0.8280029420184345,0.8803313533797648,0.8803313533797648
166,0.7864069314750125,0.7558253223919671,0.7545197369419463,0.7544686550510674,0.7544663605044312,0.7544662228647502,0.7544662111437034,0.7544662099116233,0.7544662097733544,1.1272646386004241,1.1272646386004241
167,0.6496162659534136,0.6329754561464147,0.6322509430880117,0.6322212127680139,0.6322197802524412,0.6322196886700244,0.6322196806559062,0.6322196798142704,0.6322196797206103,0.7157091632326595,0.7157091632326595
168,0.6513830279822486,0.6365833071639965,0.6359097204569579,0.6358816739633478,0.6358803115259714,0.6358802228026543,0.6358802148702529,0.6358802140262432,0.6358802139317975,0.7980202583062121,0.7980202583062121
169,0.6185349088238633,0.6020633273973254,0.6012582593925676,0.6012174622507467,0.6012150849850905,0.601214925501925,0.6012149132460035,0.6012149121932243,0.6012149120953982,0.7157091632326595,0.7157091632326595
170,0.7952035635494054,0.7727819983361207,0.7718506558584712,0.771813111626271,0.7718112377150919,0.7718111086792175,0.7718110969144522,0.771811095683736,0.771811095549582,1.2095757336739767,1.2095757336739767
171,0.6637378924448937,0.6408647633150895,0.6398839962683707,0.6398425990216006,0.6398405850026896,0.6398404659979458,0.6398404571641221,0.6398404563739852,0.6398404562953037,1.04495354352687,1.04495354352687
172,0.7987789132391644,0.7682263790087359,0.7668509205921531,0.7667875591876326,0.7667842168610414,0.7667840131017808,0.7667839988358818,0.76678399771334,0.7667839976167602,0.9626424484533174,0.9626424484533174
173,0.9001442899080461,0.8489977257158678,0.8467253097710834,0.8466212458088166,0.8466158420670322,0.8466155200474167,0.8466154980236533,0.8466154963208382,0.8466154961756677,1.2918868287475294,1.2918868287475294
174,0.8320176426085619,0.7928091923508506,0.7911874081140479,0.7911192929837979,0.7911160388351568,0.791115855472573,0.7911158430125351,0.7911158420110641,0.7911158419204014,1.374197923821082,1.374197923821082
175,1.0299055182613202,0.9751683552584842,0.972856975534435,0.9727559910163205,0.9727509223926899,0.9727506233031368,0.9727506025236321,0.9727506008658119,0.972750600719502,1.703442304115294,1.703442304115294
176,0.6754142662817403,0.6501600249209538,0.649125066724128,0.6490757542639736,0.6490729901853161,0.6490728157573673,0.6490728038535761,0.6490728030002075,0.6490728029369647,1.2095757336739767,1.2095757336739767
177,0.7503227690006039,0.7424072313032389,0.7421223652950188,0.7421053654604887,0.7421040259550147,0.7421039091443272,0.7421038986810358,0.7421038977353459,0.742103897648995,1.04495354352687,1.04495354352687
178,0.8373244421944449,0.8050221608594811,0.8036521007738832,0.803576562466983,0.803571700412016,0.8035713515294438,0.803571324588545,0.803571322395501,0.8035713222091365,1.2918868287475294,1.2918868287475294
179,0.8714385538976267,0.8536678799055627,0.852991599077364,0.8529579811680861,0.8529557744692344,0.85295559718255,0.852955581435889,0.8529555799728742,0.8529555798334998,1.4565090188946346,1.4565090188946346
180,0.9909087760124367,0.9695958894022424,0.9686877449882811,0.9686378845138948,0.9686345836097497,0.9686343378312241,0.9686343182655575,0.9686343166416155,0.96863431650232,1.2095757336739767,1.2095757336739767
181,0.6342125317368992,0.6162010842926364,0.615397970600247,0.6153579847081886,0.615355633026397,0.6153554717668446,0.615355459346034,0.6153554583095512,0.6153554582180829,1.1272646386004241,1.1272646386004241
182,0.9193281880725164,0.910470001524115,0.9102501402575394,0.9102507070778404,0.9102510865853293,0.9102511048832307,0.9102511040310199,0.9102511037200939,0.910251103671948,1.2095757336739767,1.2095757336739767
183,0.5885278159255034,0.5796508950139087,0.5794630917139544,0.5794612647580668,0.579461372726583,0.579461370761839,0.5794613686260834,0.5794613682480627,0.5794613681979762,1.04495354352687,1.04495354352687
184,0.42568556033555227,0.40891951289378886,0.40836119335487636,0.4083386171482854,0.4083376495901101,0.4083376125774423,0.4083376121824436,0.4083376123589828,0.4083376123925511,1.04495354352687,1.04495354352687
185,0.9039244925267019,0.8397579742530601,0.8369368710024038,0.8368019432824364,0.8367946824905523,0.836794247746624,0.8367942192905868,0.8367942172882942,0.8367942171385853,1.2918868287475294,1.2918868287475294
186,0.7251978009003017,0.6639022544047268,0.6614238665199061,0.6613147974074381,0.6613094990413255,0.6613092199970562,0.6613092045152483,0.6613092036472782,0.6613092036011535,1.6211312090417414,1.6211312090417414
187,1.010076032797672,0.9425093293795065,0.9397089043997886,0.9395854934632774,0.9395794336918811,0.9395791008328389,0.9395790803465399,0.9395790789417524,0.9395790788356124,1.374197923821082,1.374197923821082
188,1.0838501996961678,1.0215984633416932,1.019220696044886,1.0191291616299791,1.0191253768320654,1.0191252013887264,1.0191251916627917,1.0191251909911514,1.0191251909349406,1.703442304115294,1.703442304115294
189,0.8706375332290727,0.8333993825915966,0.8319523997251498,0.8318960078337041,0.8318937189981954,0.8318936281619135,0.8318936253719527,0.8318936254185184,0.8318936254424641,1.374197923821082,1.374197923821082
190,0.8843481844670548,0.8616689308321956,0.8607661388223039,0.8607237956029276,0.8607215464143003,0.8607214212855164,0.86072141465055,0.8607214143769665,0.8607214143775286,1.4565090188946346,1.4565090188946346
191,0.8182147421990759,0.7945161784556172,0.7936555038932236,0.7936234845524166,0.7936222768552084,0.793622240463539,0.7936222409186535,0.7936222411954686,0.7936222412382332,1.7857533991888466,1.7857533991888466
192,0.7660715324563903,0.7315187066815557,0.7302258886726994,0.7301786756750477,0.730177052308972,0.7301770246626433,0.7301770286322722,0.7301770294189818,0.7301770295235072,1.8680644942623992,1.8680644942623992
193,0.6734879535437427,0.6456101530173788,0.6446940929549628,0.644666346680492,0.6446658287833132,0.6446658687043937,0.6446658770855289,0.6446658781801985,0.6446658783077873,1.7857533991888466,1.7857533991888466
194,0.7731732488092828,0.7468248524163603,0.7458695616651602,0.7458373629458763,0.7458363943565952,0.7458363874824364,0.7458363911270651,0.7458363917522149,0.7458363918335851,1.703442304115294,1.703442304115294
195,0.9611113262491068,0.9338579334862445,0.9328319716728048,0.9327935565037061,0.9327919934162205,0.9327919249410578,0.9327919218614947,0.9327919217404465,0.9327919217392029,1.703442304115294,1.703442304115294
196,0.542859329285782,0.5593545065996376,0.5601055772508401,0.5601367299118497,0.5601380986120398,0.5601381723464962,0.5601381780251532,0.5601381786133282,0.5601381786815476,0.8803313533797648,0.8803313533797648
197,0.7349665980026941,0.7397358635509949,0.7401058030000469,0.7401332977145287,0.7401352343871107,0.7401353709378075,0.7401353807968679,0.740135381538717,0.7401353815975893,1.2095757336739767,1.2095757336739767
198,0.657376750831652,0.6780783784180502,0.6789612188133847,0.6790038111216588,0.679005985954702,0.6790060998859718,0.679006105790371,0.6790061060759631,0.679006106086964,0.9626424484533174,0.9626424484533174
199,0.8254492389082874,0.835151570037818,0.8356292039422554,0.8356647135222715,0.8356671298076834,0.8356672830912034,0.8356672920968713,0.8356672925583019,0.835667292574018,1.5388201139681887,1.5388201139681887
