injected,truth
14.88,14.88
14.88,14.88
14.88,14.88
18.123,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.25,14.25
14.25,14.25
14.25,14.25
54.247,14.25
14.38,14.38
14.38,14.38
14.25,14.25
6.132,14.25
14.38,14.38
14.38,14.38
14.13,14.13
14.0,14.0
14.0,14.0
14.13,14.13
14.13,14.13
14.25,14.25
14.5,14.5
14.63,14.63
14.5,14.5
14.25,14.25
14.25,14.25
14.25,14.25
14.25,14.25
14.25,14.25
14.13,14.13
14.13,14.13
14.25,14.25
14.25,14.25
14.25,14.25
14.25,14.25
14.25,14.25
14.25,14.25
14.13,14.13
14.0,14.0
14.13,14.13
14.13,14.13
13.88,13.88
13.88,13.88
45.021,13.88
13.88,13.88
8.044,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
53.156,13.88
14.0,14.0
14.0,14.0
14.0,14.0
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
13.88,13.88
14.0,14.0
75.419,14.13
14.38,14.38
14.38,14.38
14.63,14.63
14.75,14.75
14.75,14.75
48.852,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
15.0,15.0
15.0,15.0
15.25,15.25
15.38,15.38
15.38,15.38
15.38,15.38
15.38,15.38
15.38,15.38
15.5,15.5
15.5,15.5
15.38,15.38
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.38,15.38
15.5,15.5
15.75,15.75
15.88,15.88
15.88,15.88
15.88,15.88
15.88,15.88
15.75,15.75
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.38,15.38
15.38,15.38
15.38,15.38
15.38,15.38
15.38,15.38
15.38,15.38
15.5,15.5
15.75,15.75
15.88,15.88
15.88,15.88
38.64,15.5
15.25,15.25
15.38,15.38
15.38,15.38
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.0,15.0
14.75,14.75
14.75,14.75
14.75,14.75
14.63,14.63
14.5,14.5
14.5,14.5
39.053,14.5
14.5,14.5
14.5,14.5
41.108,14.5
14.5,14.5
14.5,14.5
14.5,14.5
14.5,14.5
14.5,14.5
14.5,14.5
14.5,14.5
14.38,14.38
14.38,14.38
14.25,14.25
49.639,14.25
14.25,14.25
14.25,14.25
14.13,14.13
14.13,14.13
14.13,14.13
14.13,14.13
13.75,13.75
58.381,13.38
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
13.38,13.38
13.38,13.38
32.019,13.38
13.38,13.38
65.392,13.38
13.38,13.38
13.5,13.5
13.5,13.5
58.609,13.5
13.5,13.5
39.298,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.38,13.38
13.38,13.38
13.38,13.38
13.38,13.38
13.38,13.38
13.38,13.38
13.25,13.25
13.13,13.13
31.538,13.38
13.38,13.38
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
76.63,13.13
13.38,13.38
13.38,13.38
80.702,13.38
13.38,13.38
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
76.616,13.25
13.25,13.25
13.25,13.25
13.25,13.25
13.13,13.13
13.13,13.13
13.13,13.13
13.13,13.13
13.0,13.0
8.896,13.0
77.502,13.0
62.446,13.0
13.0,13.0
13.0,13.0
13.0,13.0
13.0,13.0
13.38,13.38
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.5,13.5
13.25,13.25
12.88,12.88
13.0,13.0
36.635,13.0
13.0,13.0
13.0,13.0
13.0,13.0
75.07,13.0
12.75,12.75
12.63,12.63
12.75,12.75
7.726,12.75
12.75,12.75
12.75,12.75
12.75,12.75
12.75,12.75
12.63,12.63
12.63,12.63
12.75,12.75
12.75,12.75
12.75,12.75
12.75,12.75
12.75,12.75
67.399,12.75
12.88,12.88
12.88,12.88
12.88,12.88
12.88,12.88
12.88,12.88
47.548,12.88
13.13,13.13
13.13,13.13
13.13,13.13
13.13,13.13
13.38,13.38
13.5,13.5
13.75,13.75
13.75,13.75
14.0,14.0
30.253,14.13
14.13,14.13
14.13,14.13
14.38,14.38
55.809,14.38
14.38,14.38
14.38,14.38
43.698,14.63
13.873,14.75
14.75,14.75
14.63,14.63
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
57.486,14.13
14.13,14.13
74.252,14.13
14.13,14.13
14.13,14.13
14.13,14.13
41.298,14.13
14.13,14.13
14.0,14.0
14.0,14.0
14.0,14.0
14.0,14.0
54.483,14.0
14.38,14.38
14.38,14.38
14.38,14.38
14.5,14.5
14.5,14.5
14.5,14.5
14.5,14.5
14.25,14.25
13.88,13.88
14.0,14.0
14.0,14.0
14.0,14.0
14.0,14.0
14.25,14.25
14.25,14.25
14.5,14.5
14.63,14.63
14.63,14.63
14.63,14.63
14.88,14.88
15.0,15.0
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
14.75,14.75
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.88,14.88
15.0,15.0
15.0,15.0
15.0,15.0
14.75,14.75
14.0,14.0
14.13,14.13
14.38,14.38
14.38,14.38
14.38,14.38
14.38,14.38
14.38,14.38
14.5,14.5
14.5,14.5
14.63,14.63
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
14.75,14.75
37.835,14.75
14.75,14.75
15.0,15.0
15.13,15.13
15.38,15.38
15.38,15.38
15.25,15.25
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
53.5,15.0
15.0,15.0
14.88,14.88
14.88,14.88
15.0,15.0
15.0,15.0
15.0,15.0
14.88,14.88
14.88,14.88
14.88,14.88
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.5,14.5
13.88,13.88
14.0,14.0
14.13,14.13
13.88,13.88
13.88,13.88
13.75,13.75
13.75,13.75
13.75,13.75
13.75,13.75
13.75,13.75
13.75,13.75
13.75,13.75
13.88,13.88
13.63,13.63
13.5,13.5
13.25,13.25
13.25,13.25
13.0,13.0
13.0,13.0
13.0,13.0
12.88,12.88
12.88,12.88
13.0,13.0
55.663,12.75
12.75,12.75
12.75,12.75
13.0,13.0
13.0,13.0
13.0,13.0
12.75,12.75
12.75,12.75
12.5,12.5
12.02,12.13
30.607,12.13
12.25,12.25
12.13,12.13
12.13,12.13
12.13,12.13
12.13,12.13
12.13,12.13
12.13,12.13
12.13,12.13
12.13,12.13
12.25,12.25
12.25,12.25
12.25,12.25
12.25,12.25
12.63,12.63
12.63,12.63
12.75,12.75
12.75,12.75
13.0,13.0
13.13,13.13
13.13,13.13
13.13,13.13
13.25,13.25
13.25,13.25
13.25,13.25
13.25,13.25
54.824,13.25
13.25,13.25
13.13,13.13
13.13,13.13
20.332,13.13
13.13,13.13
13.13,13.13
13.13,13.13
13.13,13.13
13.13,13.13
13.13,13.13
16.853,12.88
12.75,12.75
12.75,12.75
12.75,12.75
12.75,12.75
12.63,12.63
12.63,12.63
12.5,12.5
12.13,12.13
12.13,12.13
13.097,12.0
12.0,12.0
12.0,12.0
12.0,12.0
12.0,12.0
12.25,12.25
12.25,12.25
12.25,12.25
12.25,12.25
12.5,12.5
12.5,12.5
12.63,12.63
12.75,12.75
12.75,12.75
12.88,12.88
12.88,12.88
12.88,12.88
13.0,13.0
13.0,13.0
13.0,13.0
13.0,13.0
13.25,13.25
13.63,13.63
13.88,13.88
19.099,14.0
14.0,14.0
14.0,14.0
14.25,14.25
14.25,14.25
14.25,14.25
14.25,14.25
14.75,14.75
15.25,15.25
15.25,15.25
15.25,15.25
15.25,15.25
15.25,15.25
15.25,15.25
15.25,15.25
56.2,15.0
14.88,14.88
14.63,14.63
14.38,14.38
14.25,14.25
14.25,14.25
14.5,14.5
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.5,14.5
14.5,14.5
14.5,14.5
14.5,14.5
22.476,14.5
14.63,14.63
14.75,14.75
14.75,14.75
14.75,14.75
14.63,14.63
14.63,14.63
14.63,14.63
14.63,14.63
14.5,14.5
14.13,14.13
82.243,14.13
14.13,14.13
14.25,14.25
14.38,14.38
14.88,14.88
14.88,14.88
49.573,15.38
15.38,15.38
15.38,15.38
15.38,15.38
15.25,15.25
15.25,15.25
15.13,15.13
15.13,15.13
15.13,15.13
15.13,15.13
29.502,15.13
15.13,15.13
15.13,15.13
15.13,15.13
15.0,15.0
15.0,15.0
15.0,15.0
15.0,15.0
14.75,14.75
14.75,14.75
14.88,14.88
14.88,14.88
15.38,15.38
15.75,15.75
15.75,15.75
58.873,15.75
15.75,15.75
15.75,15.75
16.0,16.0
16.12,16.12
16.75,16.75
16.75,16.75
16.87,16.87
17.0,17.0
17.0,17.0
16.87,16.87
16.87,16.87
16.87,16.87
17.0,17.0
17.0,17.0
17.0,17.0
17.0,17.0
17.0,17.0
17.75,17.75
13.543,17.62
17.62,17.62
17.62,17.62
17.62,17.62
54.65,17.62
17.62,17.62
17.62,17.62
17.62,17.62
17.62,17.62
17.62,17.62
17.0,17.0
17.0,17.0
17.12,17.12
31.959,17.12
17.12,17.12
17.12,17.12
17.25,17.25
17.25,17.25
17.37,17.37
17.37,17.37
17.37,17.37
17.37,17.37
17.87,17.87
17.87,17.87
18.0,18.0
28.016,18.0
18.25,18.25
18.25,18.25
18.25,18.25
14.524,18.12
18.0,18.0
18.0,18.0
17.87,17.87
17.75,17.75
17.75,17.75
17.75,17.75
17.25,17.25
16.37,16.37
16.37,16.37
16.37,16.37
16.62,16.62
16.62,16.62
16.62,16.62
16.62,16.62
80.25,16.62
16.62,16.62
16.37,16.37
16.37,16.37
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.37,16.37
16.37,16.37
16.62,16.62
16.62,16.62
16.5,16.5
16.5,16.5
16.5,16.5
16.5,16.5
16.5,16.5
16.5,16.5
64.702,16.5
16.5,16.5
74.837,16.37
16.37,16.37
16.37,16.37
16.37,16.37
16.25,16.25
16.25,16.25
62.944,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.25,16.25
16.62,16.62
16.62,16.62
16.62,16.62
16.62,16.62
16.75,16.75
16.75,16.75
16.75,16.75
16.75,16.75
16.62,16.62
51.505,16.62
16.62,16.62
16.62,16.62
16.5,16.5
16.37,16.37
7.603,16.25
70.068,16.12
16.37,16.37
16.37,16.37
16.37,16.37
16.37,16.37
80.925,16.37
16.37,16.37
59.506,15.75
14.75,14.75
14.88,14.88
14.88,14.88
14.88,14.88
14.88,14.88
52.788,15.0
15.0,15.0
15.0,15.0
57.5,15.0
15.0,15.0
15.0,15.0
15.0,15.0
14.88,14.88
14.88,14.88
80.47,14.88
14.88,14.88
67.423,14.88
14.88,14.88
14.88,14.88
14.63,14.63
14.63,14.63
14.75,14.75
14.75,14.75
15.0,15.0
15.0,15.0
15.75,15.75
15.75,15.75
15.88,15.88
15.88,15.88
15.75,15.75
15.75,15.75
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.12,16.12
16.5,16.5
16.5,16.5
16.5,16.5
16.62,16.62
16.62,16.62
16.87,16.87
17.0,17.0
16.75,16.75
16.62,16.62
16.5,16.5
16.5,16.5
16.62,16.62
16.62,16.62
16.5,16.5
16.5,16.5
16.25,16.25
16.25,16.25
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
79.878,15.75
15.75,15.75
15.75,15.75
15.63,15.63
15.63,15.63
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
10.932,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.5,15.5
15.75,15.75
15.88,15.88
15.88,15.88
15.88,15.88
15.88,15.88
15.88,15.88
43.418,15.5
15.38,15.38
15.63,15.63
16.25,16.25
16.62,16.62
17.0,17.0
16.87,16.87
16.87,16.87
16.87,16.87
16.87,16.87
16.75,16.75
16.62,16.62
16.75,16.75
16.75,16.75
59.217,16.62
16.62,16.62
16.62,16.62
16.62,16.62
16.62,16.62
16.62,16.62
16.37,16.37
16.37,16.37
16.37,16.37
16.37,16.37
21.001,16.37
16.37,16.37
16.37,16.37
16.37,16.37
16.37,16.37
16.37,16.37
41.019,16.0
16.0,16.0
16.12,16.12
16.12,16.12
16.12,16.12
16.12,16.12
16.12,16.12
16.12,16.12
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
15.88,15.88
76.888,15.88
15.88,15.88
15.88,15.88
15.88,15.88
15.88,15.88
15.5,15.5
15.25,15.25
14.88,14.88
35.416,14.88
14.88,14.88
14.88,14.88
15.0,15.0
15.13,15.13
15.13,15.13
15.13,15.13
15.25,15.25
15.25,15.25
6.918,15.63
15.63,15.63
15.63,15.63
56.733,15.63
15.75,15.75
15.75,15.75
15.75,15.75
15.75,15.75
15.75,15.75
15.75,15.75
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.0,16.0
16.12,16.12
16.12,16.12
16.12,16.12
16.12,16.12
16.12,16.12
16.12,16.12
16.37,16.37
16.37,16.37
16.62,16.62
16.75,16.75
16.75,16.75
16.75,16.75
16.75,16.75
16.75,16.75
16.87,16.87
17.62,17.62
17.37,17.37
17.37,17.37
17.62,17.62
17.62,17.62
17.75,17.75
26.52,17.75
18.0,18.0
18.0,18.0
18.25,18.25
18.37,18.37
18.37,18.37
18.37,18.37
18.25,18.25
18.25,18.25
18.25,18.25
27.286,18.25
18.0,18.0
18.0,18.0
18.25,18.25
18.37,18.37
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.37,18.37
18.37,18.37
18.62,18.62
19.25,19.25
19.25,19.25
19.12,19.12
18.87,18.87
59.091,18.87
18.62,18.62
18.62,18.62
18.5,18.5
18.37,18.37
18.37,18.37
18.37,18.37
18.25,18.25
56.605,18.12
18.0,18.0
11.828,18.0
17.75,17.75
17.75,17.75
17.75,17.75
17.75,17.75
17.37,17.37
17.37,17.37
17.0,17.0
17.0,17.0
17.12,17.12
17.12,17.12
17.12,17.12
17.12,17.12
17.37,17.37
17.37,17.37
17.62,17.62
17.62,17.62
17.87,17.87
17.87,17.87
17.62,17.62
17.62,17.62
17.5,17.5
17.5,17.5
17.5,17.5
17.5,17.5
17.5,17.5
17.5,17.5
17.62,17.62
17.62,17.62
17.5,17.5
17.5,17.5
17.5,17.5
17.5,17.5
17.75,17.75
17.75,17.75
17.75,17.75
17.75,17.75
17.5,17.5
17.5,17.5
17.5,17.5
17.5,17.5
17.25,17.25
17.25,17.25
17.25,17.25
16.976,17.25
17.37,17.37
17.5,17.5
17.5,17.5
17.5,17.5
17.62,17.62
17.62,17.62
18.0,18.0
18.25,18.25
17.75,17.75
17.62,17.62
17.5,17.5
17.5,17.5
17.37,17.37
17.37,17.37
17.62,17.62
17.62,17.62
17.62,17.62
17.62,17.62
17.62,17.62
55.182,17.62
17.5,17.5
17.12,17.12
17.25,17.25
17.25,17.25
17.37,17.37
44.347,17.37
17.37,17.37
17.25,17.25
17.25,17.25
17.25,17.25
17.25,17.25
17.25,17.25
17.25,17.25
17.25,17.25
17.87,17.87
17.87,17.87
17.87,17.87
17.87,17.87
17.87,17.87
17.87,17.87
18.12,18.12
18.12,18.12
18.37,18.37
18.37,18.37
18.37,18.37
18.37,18.37
18.37,18.37
18.37,18.37
18.37,18.37
18.37,18.37
18.25,18.25
18.25,18.25
18.37,18.37
18.37,18.37
77.95,18.25
62.586,18.25
18.12,18.12
73.825,18.12
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.25,18.25
18.12,18.12
18.12,18.12
18.25,18.25
18.25,18.25
18.25,18.25
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
17.87,17.87
17.75,17.75
79.804,17.75
17.75,17.75
17.75,17.75
17.75,17.75
17.62,17.62
17.62,17.62
17.62,17.62
17.62,17.62
39.452,17.62
17.62,17.62
17.62,17.62
17.62,17.62
17.62,17.62
17.5,17.5
17.5,17.5
17.5,17.5
18.12,18.12
18.12,18.12
18.12,18.12
18.12,18.12
18.0,18.0
18.0,18.0
18.12,18.12
18.12,18.12
18.25,18.25
18.25,18.25
18.37,18.37
18.37,18.37
18.37,18.37
18.37,18.37
18.87,18.87
52.61,18.87
18.87,18.87
18.87,18.87
18.87,18.87
18.87,18.87
18.87,18.87
18.87,18.87
18.75,18.75
46.085,18.75
19.75,19.75
20.0,20.0
20.12,20.12
20.12,20.12
20.0,20.0
20.0,20.0
19.87,19.87
19.87,19.87
19.87,19.87
19.87,19.87
19.87,19.87
29.227,19.87
80.432,19.87
19.87,19.87
19.87,19.87
19.75,19.75
19.75,19.75
56.524,19.75
19.75,19.75
19.75,19.75
78.791,19.87
20.0,20.0
20.0,20.0
20.12,20.12
20.25,20.25
20.87,20.87
21.12,21.12
21.5,21.5
21.75,21.75
21.75,21.75
21.75,21.75
21.75,21.75
21.75,21.75
21.75,21.75
21.75,21.75
21.75,21.75
59.021,21.5
21.37,21.37
21.37,21.37
22.0,22.0
22.25,22.25
69.965,22.37
22.62,22.62
22.62,22.62
22.5,22.5
22.5,22.5
61.787,22.5
22.5,22.5
22.25,22.25
22.0,22.0
21.87,21.87
21.87,21.87
21.87,21.87
21.87,21.87
21.87,21.87
21.87,21.87
21.87,21.87
21.87,21.87
21.75,21.75
21.75,21.75
21.75,21.75
21.75,21.75
21.62,21.62
21.62,21.62
21.62,21.62
21.62,21.62
64.573,22.37
22.37,22.37
22.12,22.12
21.87,21.87
22.0,22.0
22.0,22.0
21.87,21.87
21.87,21.87
21.87,21.87
47.946,21.87
21.87,21.87
22.12,22.12
22.75,22.75
22.75,22.75
17.063,22.75
23.0,23.0
23.0,23.0
23.0,23.0
23.0,23.0
23.0,23.0
23.25,23.25
23.37,23.37
23.62,23.62
23.62,23.62
24.0,24.0
24.75,24.75
24.75,24.75
24.75,24.75
25.12,25.12
25.25,25.25
25.0,25.0
25.0,25.0
12.303,24.75
24.75,24.75
74.357,24.5
24.5,24.5
24.37,24.37
24.37,24.37
24.37,24.37
32.138,24.37
25.25,25.25
25.25,25.25
25.62,25.62
10.986,26.37
26.75,26.75
57.072,26.75
26.62,26.62
26.5,26.5
27.62,27.62
28.25,28.25
28.5,28.5
11.863,28.5
28.5,28.5
28.5,28.5
28.62,28.62
58.489,29.0
29.12,29.12
29.37,29.37
45.635,29.37
30.0,30.0
29.75,29.75
29.5,29.5
29.25,29.25
29.12,29.12
29.5,29.5
30.25,30.25
30.25,30.25
30.25,30.25
30.25,30.25
29.5,29.5
30.0,30.0
30.5,30.5
30.75,30.75
30.75,30.75
30.5,30.5
30.5,30.5
30.25,30.25
30.25,30.25
29.75,29.75
29.75,29.75
30.0,30.0
30.0,30.0
30.75,30.75
31.0,31.0
30.75,30.75
30.25,30.25
30.0,30.0
29.5,29.5
28.5,28.5
27.25,27.25
26.0,26.0
12.947,26.0
26.0,26.0
26.0,26.0
56.475,26.0
26.0,26.0
26.25,26.25
26.25,26.25
72.53,26.0
56.816,25.75
25.87,25.87
26.5,26.5
26.75,26.75
26.87,26.87
27.5,27.5
27.5,27.5
27.5,27.5
27.5,27.5
26.75,26.75
26.5,26.5
25.75,25.75
25.0,25.0
24.75,24.75
24.25,24.25
24.0,24.0
24.0,24.0
24.0,24.0
24.0,24.0
27.0,27.0
27.62,27.62
28.25,28.25
29.0,29.0
28.75,28.75
28.75,28.75
28.75,28.75
28.75,28.75
34.61,28.87
28.87,28.87
28.75,28.75
28.75,28.75
28.5,28.5
28.5,28.5
28.5,28.5
28.5,28.5
28.5,28.5
28.5,28.5
28.5,28.5
28.5,28.5
28.75,28.75
29.0,29.0
29.0,29.0
29.5,29.5
29.37,29.37
29.12,29.12
29.12,29.12
29.12,29.12
29.5,29.5
29.87,29.87
55.447,29.62
29.62,29.62
29.62,29.62
29.62,29.62
29.62,29.62
29.62,29.62
29.37,29.37
29.37,29.37
29.12,29.12
29.12,29.12
29.0,29.0
28.87,28.87
28.62,28.62
9.706,27.75
27.5,27.5
27.5,27.5
26.5,26.5
25.75,25.75
25.75,25.75
25.75,25.75
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
32.783,26.0
26.0,26.0
26.0,26.0
64.217,26.0
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
26.0,26.0
18.931,26.0
61.818,26.5
26.5,26.5
27.0,27.0
27.0,27.0
27.37,27.37
28.0,28.0
28.25,28.25
28.25,28.25
28.75,28.75
28.87,28.87
29.37,29.37
30.0,30.0
30.25,30.25
30.25,30.25
29.75,29.75
29.75,29.75
29.75,29.75
29.37,29.37
29.25,29.25
29.25,29.25
29.5,29.5
29.5,29.5
29.25,29.25
29.25,29.25
29.25,29.25
29.25,29.25
29.0,29.0
28.75,28.75
28.5,28.5
28.25,28.25
28.0,28.0
27.75,27.75
28.0,28.0
28.12,28.12
27.87,27.87
27.75,27.75
28.12,28.12
28.62,28.62
28.62,28.62
28.75,28.75
29.75,29.75
30.5,30.5
30.5,30.5
30.5,30.5
83.469,30.62
31.37,31.37
31.62,31.62
32.0,32.0
32.0,32.0
32.0,32.0
31.75,31.75
31.75,31.75
31.75,31.75
31.75,31.75
31.5,31.5
31.5,31.5
52.168,31.5
31.5,31.5
30.5,30.5
30.25,30.25
77.675,30.25
30.25,30.25
30.25,30.25
30.25,30.25
30.0,30.0
30.0,30.0
30.0,30.0
29.75,29.75
30.0,30.0
30.25,30.25
31.0,31.0
41.885,31.25
31.5,31.5
31.5,31.5
32.5,32.5
32.5,32.5
32.75,32.75
32.88,32.88
32.75,32.75
32.75,32.75
32.5,32.5
32.38,32.38
32.38,32.38
32.38,32.38
32.75,32.75
32.75,32.75
32.75,32.75
32.75,32.75
32.75,32.75
32.75,32.75
32.75,32.75
32.75,32.75
44.772,32.0
32.0,32.0
32.0,32.0
32.0,32.0
31.25,31.25
31.0,31.0
29.62,29.62
29.25,29.25
30.165,29.75
29.75,29.75
29.62,29.62
29.62,29.62
29.62,29.62
29.25,29.25
29.25,29.25
29.25,29.25
29.25,29.25
29.37,29.37
29.37,29.37
29.37,29.37
29.62,29.62
64.751,29.62
29.25,29.25
29.25,29.25
29.25,29.25
33.802,29.25
29.75,29.75
29.75,29.75
29.75,29.75
29.75,29.75
29.5,29.5
29.5,29.5
29.62,29.62
29.62,29.62
30.25,30.25
30.75,30.75
30.75,30.75
30.5,30.5
34.0,34.0
34.0,34.0
33.75,33.75
32.88,32.88
33.13,33.13
33.38,33.38
33.75,33.75
33.75,33.75
33.75,33.75
33.75,33.75
34.13,34.13
34.5,34.5
34.5,34.5
34.25,34.25
34.25,34.25
34.25,34.25
73.463,34.25
34.25,34.25
35.25,35.25
35.25,35.25
35.25,35.25
35.0,35.0
35.0,35.0
35.0,35.0
35.25,35.25
35.25,35.25
49.397,35.38
35.38,35.38
23.014,35.38
35.5,35.5
35.25,35.25
35.25,35.25
27.596,35.0
35.0,35.0
35.0,35.0
35.0,35.0
35.0,35.0
35.0,35.0
34.75,34.75
34.5,34.5
34.25,34.25
34.0,34.0
58.659,34.0
34.0,34.0
34.63,34.63
34.88,34.88
34.75,34.75
21.117,34.75
35.0,35.0
35.5,35.5
35.5,35.5
35.5,35.5
36.75,36.75
37.25,37.25
37.25,37.25
37.25,37.25
37.5,37.5
37.5,37.5
38.13,38.13
38.25,38.25
38.25,38.25
44.045,38.25
38.5,38.5
38.5,38.5
39.0,39.0
39.5,39.5
39.5,39.5
39.25,39.25
39.5,39.5
39.5,39.5
39.75,39.75
39.75,39.75
39.25,39.25
7.297,37.75
38.0,38.0
38.13,38.13
38.38,38.38
38.38,38.38
38.38,38.38
38.88,38.88
38.88,38.88
38.88,38.88
39.0,39.0
39.0,39.0
39.5,39.5
39.5,39.5
39.5,39.5
39.5,39.5
39.5,39.5
39.5,39.5
39.5,39.5
39.5,39.5
39.25,39.25
39.0,39.0
38.88,38.88
38.88,38.88
38.63,38.63
38.5,38.5
38.75,38.75
38.75,38.75
38.88,38.88
38.88,38.88
39.13,39.13
39.25,39.25
39.25,39.25
48.183,39.25
39.25,39.25
39.25,39.25
39.25,39.25
39.13,39.13
39.0,39.0
39.0,39.0
38.75,38.75
38.75,38.75
38.38,38.38
38.13,38.13
37.38,37.38
37.13,37.13
37.13,37.13
37.13,37.13
36.5,36.5
36.25,36.25
36.25,36.25
36.25,36.25
36.0,36.0
35.75,35.75
35.5,35.5
79.591,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.5,35.5
35.25,35.25
35.25,35.25
35.25,35.25
35.25,35.25
35.5,35.5
28.015,35.5
35.75,35.75
35.75,35.75
7.131,35.88
35.88,35.88
36.0,36.0
36.38,36.38
36.75,36.75
37.25,37.25
37.5,37.5
37.5,37.5
22.625,38.13
38.13,38.13
38.13,38.13
38.13,38.13
38.13,38.13
53.111,38.13
38.13,38.13
74.712,38.13
38.5,38.5
38.63,38.63
39.5,39.5
39.75,39.75
39.75,39.75
40.0,40.0
40.5,40.5
40.63,40.63
40.63,40.63
76.066,40.63
40.38,40.38
14.792,40.13
40.646,39.63
39.63,39.63
39.63,39.63
39.63,39.63
39.63,39.63
39.63,39.63
35.261,39.75
54.602,39.75
39.75,39.75
39.75,39.75
79.39,39.75
39.75,39.75
39.5,39.5
39.5,39.5
51.013,39.5
20.395,39.25
38.88,38.88
38.88,38.88
38.63,38.63
38.63,38.63
38.25,38.25
38.0,38.0
37.5,37.5
64.301,37.25
37.25,37.25
37.25,37.25
37.25,37.25
37.25,37.25
37.25,37.25
37.25,37.25
37.25,37.25
37.25,37.25
37.75,37.75
38.25,38.25
38.25,38.25
38.25,38.25
38.63,38.63
38.75,38.75
38.75,38.75
38.75,38.75
38.75,38.75
38.75,38.75
39.0,39.0
39.0,39.0
39.0,39.0
39.0,39.0
39.25,39.25
39.25,39.25
39.25,39.25
39.25,39.25
39.25,39.25
39.25,39.25
38.88,38.88
38.75,38.75
38.75,38.75
22.649,38.75
38.5,38.5
38.25,38.25
38.25,38.25
38.25,38.25
38.0,38.0
38.0,38.0
38.0,38.0
37.88,37.88
38.13,38.13
38.38,38.38
38.38,38.38
68.079,38.38
38.13,38.13
38.13,38.13
38.13,38.13
38.13,38.13
38.13,38.13
38.13,38.13
38.13,38.13
38.13,38.13
22.404,38.63
38.63,38.63
38.63,38.63
82.073,38.63
39.75,39.75
40.5,40.5
41.0,41.0
41.25,41.25
41.88,41.88
41.88,41.88
30.533,43.75
16.321,43.75
44.0,44.0
44.0,44.0
15.178,44.25
29.464,44.0
45.75,45.75
45.75,45.75
46.25,46.25
83.313,46.0
46.0,46.0
23.524,46.0
46.0,46.0
46.0,46.0
44.25,44.25
44.25,44.25
44.25,44.25
44.25,44.25
44.25,44.25
44.25,44.25
