,truth,injected,class
983,4.2,4.2,0.0
984,3.8,3.8,0.0
985,3.5,3.5,0.0
986,3.1,3.1,0.0
987,3.2,3.2,0.0
988,3.0,3.0,0.0
989,2.9,2.9,0.0
990,2.7,2.7,0.0
991,2.4,2.4,0.0
992,3.8,3.8,0.0
993,3.9,3.9,0.0
994,4.2,4.2,0.0
995,3.7,3.7,0.0
996,3.3,3.3,0.0
997,2.9,2.9,0.0
998,2.9,2.9,0.0
